mmsi,heading,sog,cog,lat,lon,timestamp,length,shiptype
636090879,146.99805191876402,8.43,146.99805,53.663,8.1055,"2018-02-12T06:12:36",168.0,70
636090879,146.99805191876402,8.48,146.99805,53.662666599999994,8.106,"2018-02-12T06:12:41",-0.1,70
636090879,146.99805191876402,8.48,146.99805,53.662666599999994,8.106,"2018-02-12T06:12:41",168.0,70
636090879,145.9953757772851,8.48,146.99805,53.6623333,8.1063333,"2018-02-12T06:12:48",-0.1,70
636090879,145.9953757772851,8.48,146.99805,53.6623333,8.1063333,"2018-02-12T06:12:48",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.661845,8.1068517,"2018-02-12T06:12:54",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.661845,8.1068517,"2018-02-12T06:12:54",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.6615,8.1071667,"2018-02-12T06:13",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.6615,8.1071667,"2018-02-12T06:13",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.661166599999994,8.1076667,"2018-02-12T06:13:06",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.661166599999994,8.1076667,"2018-02-12T06:13:06",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.6608333,8.107999999999999,"2018-02-12T06:13:11",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.6608333,8.107999999999999,"2018-02-12T06:13:11",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.660323299999995,8.10854,"2018-02-12T06:13:18",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.660323299999995,8.10854,"2018-02-12T06:13:18",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.66,8.108833299999999,"2018-02-12T06:13:24",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.66,8.108833299999999,"2018-02-12T06:13:24",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.659565,8.109393299999999,"2018-02-12T06:13:30",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.659565,8.109393299999999,"2018-02-12T06:13:30",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6593333,8.1098333,"2018-02-12T06:13:36",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6593333,8.1098333,"2018-02-12T06:13:36",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6588333,8.110166699999999,"2018-02-12T06:13:42",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6588333,8.110166699999999,"2018-02-12T06:13:42",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6585,8.1106667,"2018-02-12T06:13:48",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6585,8.1106667,"2018-02-12T06:13:48",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6576666,8.1115,"2018-02-12T06:14",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6576666,8.1115,"2018-02-12T06:14",168.0,70
636090879,146.99805191876402,8.43,146.0011,53.6573333,8.111833299999999,"2018-02-12T06:14:06",-0.1,70
636090879,146.99805191876402,8.43,146.0011,53.6573333,8.111833299999999,"2018-02-12T06:14:06",168.0,70
636090879,146.99805191876402,8.43,146.0011,53.6557883,8.113655,"2018-02-12T06:14:30",-0.1,70
636090879,146.99805191876402,8.43,146.0011,53.6557883,8.113655,"2018-02-12T06:14:30",168.0,70
636090879,146.99805191876402,8.43,146.99805,53.655166599999994,8.1145,"2018-02-12T06:14:42",-0.1,70
636090879,146.99805191876402,8.43,146.99805,53.655166599999994,8.1145,"2018-02-12T06:14:42",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.65275,8.1170333,"2018-02-12T06:15:18",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.65275,8.1170333,"2018-02-12T06:15:18",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.652499999999996,8.1173333,"2018-02-12T06:15:24",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.652499999999996,8.1173333,"2018-02-12T06:15:24",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6519933,8.117885,"2018-02-12T06:15:30",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6519933,8.117885,"2018-02-12T06:15:30",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6516666,8.1181667,"2018-02-12T06:15:36",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6516666,8.1181667,"2018-02-12T06:15:36",168.0,70
636090879,145.9953757772851,8.43,146.0011,53.6513333,8.1186667,"2018-02-12T06:15:42",-0.1,70
636090879,145.9953757772851,8.43,146.0011,53.6513333,8.1186667,"2018-02-12T06:15:42",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.6486666,8.1216667,"2018-02-12T06:16:24",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.6486666,8.1216667,"2018-02-12T06:16:24",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.648193299999996,8.12208,"2018-02-12T06:16:30",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.648193299999996,8.12208,"2018-02-12T06:16:30",168.0,70
636090879,145.9953757772851,8.43,146.99805,53.647833299999995,8.1225,"2018-02-12T06:16:36",-0.1,70
636090879,145.9953757772851,8.43,146.99805,53.647833299999995,8.1225,"2018-02-12T06:16:36",168.0,70
636090879,144.99842921375745,8.43,146.99805,53.6475,8.1228333,"2018-02-12T06:16:42",-0.1,70
636090879,144.99842921375745,8.43,146.99805,53.6475,8.1228333,"2018-02-12T06:16:42",168.0,70
636090879,144.99842921375745,8.38,146.99805,53.646666599999996,8.1236667,"2018-02-12T06:16:53",-0.1,70
636090879,144.99842921375745,8.38,146.99805,53.646666599999996,8.1236667,"2018-02-12T06:16:53",168.0,70
636090879,144.99842921375745,8.38,146.0011,53.6463116,8.124191699999999,"2018-02-12T06:17",-0.1,70
636090879,144.99842921375745,8.38,146.0011,53.6463116,8.124191699999999,"2018-02-12T06:17",168.0,70
