id,average,min,max,median
track0,0.0,0.0,0.0,0.0
track1,10.729623611827543,8.377087314572158,11.578646183986075,21.319983039774634
track10,0.38419432934743475,2.796988187857083E-4,2.0696854305922856,0.13288143372500666
track101,3.0432351447468795,0.6323092059167507,3.928561953367528,5.9171366398266745
track112,0.04811218237855677,1.213495889311539E-4,0.1641703781730246,0.05659501085183881
track113,1.7334309399893664,0.19094717775649553,2.5466380671425073,3.149939839467992
track116,0.27985662386683174,0.06955539603851935,0.6153202391373478,0.34727648304497305
track13,7.577283209883708,5.2722719847987785,8.414781966451288,15.017860014587463
track133,0.13650697514129678,0.001098800466413834,0.2404635443671314,0.23995809033927634
track14,3.946524562348787,1.5346091282099186,4.820096612964922,7.735095161266942
track145,8.639153304932705,6.323926300483328,9.478699407741983,17.142326246504332
track15,0.18935729761799258,0.04274878733285873,0.3479263733149637,0.235198194664958
track152,4.928258200286688,2.546015080400422,5.788180639979842,9.70489968405057
track17,1.2715534569129145,0.0615881893610896,1.9506333827124758,2.1597078478822054
track179,4.1566778592753355,1.749605519954261,5.027752909309686,8.156636548245965
track181,0.06967055820803826,9.493230380429221E-5,0.13439950555426833,0.11605146799005875
track184,3.4227947445069193,0.9981324561407549,4.304099940275647,6.683116364503508
track186,5.246797494293563,3.0723561693919534,6.056330579290414,10.356213030695564
track187,7.563960439962157,5.254319510975962,8.402656853490672,14.990674607947245
track189,0.1489089264371641,0.0011672371860197534,0.24202613901896414,0.250122643790357
track192,2.689775137160684,0.39212219385953084,3.5707957064532807,5.195013990620761
track194,3.2813037081198138,0.8957927305855451,4.1485238076840965,6.404492284311317
track195,3.579284283793662,1.1545863901381512,4.460597066257073,6.996120560138829
track2,1.5370467572031465,0.20560163982590451,2.2210641839812313,2.7928924323028195
track20,0.09527384505785563,0.0190688023992323,0.27062273833915684,0.12056385828136033
track202,4.383998086588689,1.989728639722266,5.249398875950132,8.613548624858131
track213,4.189462558263291,1.7774544138085628,5.062647509707226,8.221407486654872
track217,2.7666827672538536,0.37999183651313745,3.6515883398802687,5.360830422181982
track220,0.29673624305862095,0.06955539603851935,0.9963654962647889,0.34727648304497305
track245,1.2444193761266675,0.002210357805293429,1.968856194717397,2.0671788883304782
track248,1.5806391441711414,0.0021876845606955816,2.3110132400874592,2.869335938009586
track253,9.880725158774448,7.538845648074091,10.726997658869315,19.623230730767844
track26,0.13126502680560212,0.0011007417800918897,0.7906279813058452,0.15467994527219125
track262,1.3428829211756825,8.00539476440161E-4,2.044487626920071,2.3268429020027455
track263,3.944536348118664,1.5243483698543354,4.822196113308027,7.729186629166681
track266,3.9119645991497043,1.501681280605637,4.784906054472073,7.66617496035909
track29,0.07778171985029853,2.796988187857083E-4,0.16537945690713032,0.12356079010495985
track293,1.426528534663449,0.0024345555733169054,2.199416845738854,2.459285381778091
track299,4.886543466018048,2.4964481244066343,5.749416613484474,9.620395081223243
track300,1.0652893959503713,0.05569451722604245,1.6994819962570178,1.7459134512451377
track303,1.1825929320557849,0.0013455044553410274,1.866370450905651,1.8681240076754018
track31,8.811550367209227,6.490527827145287,9.652553541391095,17.48662602585563
track310,6.158557778304911,3.8122869377132176,7.007571831804351,12.172634077426228
track312,1.5410159194121908,0.007553678913218465,2.28493278878395,2.776875823988619
track322,1.4948164267363053,0.004936837391066498,2.2222611626940485,2.6539030085628506
track323,1.2711891995471003,0.011086688146944626,1.8299714687224446,2.3804266416015674
track324,7.656948176025907,5.346313270570889,8.495838019243655,15.176730130106765
track325,9.124904135463883,6.801088940436079,9.966529424085266,18.113384454829806
track326,1.3258483944554238,0.0026563414083538837,2.0686374424630247,2.244798811269922
track327,1.0461535593116285,0.005829636798880903,1.707097096237986,1.6177062032932137
track328,8.329908878887771,6.020818273590675,9.167998965784657,16.524091524859394
track33,1.34615622521512,0.04024415637035326,2.0763960383190763,2.210912899353007
track330,1.264864387630536,0.0025776442526102565,1.9734837103727207,2.1149211365672134
track35,0.7649080396429444,0.290525032605455,1.1900931476173924,1.262756350694984
track36,7.242198111654027,4.917747084891128,8.084938592245441,14.344804540593504
track360,1.6674259190058123,0.002284272926853508,2.4552598353463764,3.0512987910828575
track366,12.413585742741297,10.045461769461536,13.266710136860707,24.685947545067943
track368,1.7140359495926751,0.0033836764007917166,2.5307779410224924,3.1551473409446777
track369,0.08350203194795397,0.0029901279280950183,0.25525940093248606,0.1097389898276944
track37,0.08012385247906782,8.305938787080384E-5,0.20500814696591585,0.10773775173835774
track373,0.19358382325183085,0.005284411109821034,0.846848770539618,0.2868908168056653
track375,0.0778577995716973,0.0015887476352587008,0.19288438639484928,0.06516723256724931
track38,0.3349893854894739,0.24266600467700522,0.5000996063161014,0.6175259456951031
track399,0.13650697514129678,0.001098800466413834,0.2404635443671314,0.23995809033927634
track41,0.15724041978983688,0.001026042911209331,0.9242614443096315,0.15832225642213024
track457,6.963104604332001,4.643605494025771,7.804782125946524,13.786555783512126
track458,1.2326370720581679,0.0012225306780364355,1.9270274894773374,2.095433429882344
track460,1.201940672005351,0.0031003642769737395,1.8746957521754974,2.00435319154794
track470,1.057352128510962,0.002496382555036457,1.7303668653354296,1.636652555416151
track477,3.7387138555947734,1.3194017800142968,4.61612126056708,7.317537660993848
track506,3.387000577647903,0.9653931651849851,4.271665163809995,6.60744424222216
track51,3.3640785848928174,0.9441247904908786,4.249034221379652,6.560915256448041
track523,0.28029339648506413,0.001701146387502,1.5630570594429825,0.2257167927044339
track549,8.264432609745748,5.958366536165674,9.10176674311454,16.393384855178688
track550,1.5727579746170701,2.534694681324731E-4,2.326278952604319,2.8235475914521824
track558,4.143611959414795,1.743729777081166,5.011810789506805,8.131465050690128
track564,6.95035655861118,4.616999504835572,7.795585897805457,13.75948446219336
track574,1.162217550927646,4.408123308065903E-4,1.8453053342551764,1.9098151148373546
track580,2.775378667404859,0.3788245139583909,3.6604333995794436,5.379816868376789
track582,9.59682669090339,7.260425221626171,10.441686780175294,19.05598574215238
track62,0.09498002990513575,0.001026042911209331,0.2509797361873084,0.1169179751758986
track63,5.144851090899615,2.987670386001934,5.950705747949496,10.152166796037871
track67,9.801517377254267,7.460620757875867,10.647541134617214,19.464891558746046
track74,1.0510931020710301,0.1527160195645155,3.4608227337739135,0.5897672409571642
track75,1.2718003186541889,0.07787696260176237,1.9169816473726216,2.1185483282872912
track8,0.2517876944957944,0.01657916862872392,0.5182482388242696,0.3408068399717383
track80,6.805034820099824,4.473159986365765,7.649987925420028,13.468695036533104
track86,4.383998086588689,1.989728639722266,5.249398875950132,8.613548624858131
track92,7.27948003457868,4.969090529203987,8.118578142793746,14.421013558185905
track96,5.220217834073222,3.0434040181584914,6.030427307024408,10.302750582192122
track97,3.061035321701506,0.6575621479888589,3.946481995130783,5.950941714498196
track99,5.3227024148992905,3.164084386683481,6.1281111250306495,10.509266585013265
